fold,horizon_minutes,model,station_id,wape,accuracy,mae,rmse
1,60,baseline_daily,07105,0.22801423739696985,77.19857626030301,61.29613095238095,106.8084831992915
1,60,baseline_daily,07107,0.28981364556199574,71.01863544380042,81.6235119047619,120.90164120159038
1,60,baseline_daily,07111,0.16019239578561612,83.98076042143839,109.28125,164.9658108518247
1,60,baseline_daily,09000,0.17859274127922747,82.14072587207725,39.19047619047619,64.10001950077707
1,60,baseline_daily,09122,0.2761772903428637,72.38227096571363,67.97619047619048,112.49533059092677
1,60,baseline_daily,10009,0.2323586832125306,76.76413167874693,77.04315476190476,125.34058956641756
1,60,baseline_last,02300,0.4260694570468336,57.393054295316645,125.07738095238095,188.98950430670808
1,60,baseline_last,03000,0.39164138472009136,60.835861527990865,101.04464285714286,154.29033971241176
1,60,baseline_last,05000,0.41637915618034865,58.36208438196513,142.05654761904762,217.28725227219383
1,60,baseline_last,05100,0.33205031325739676,66.79496867426032,195.51488095238096,269.77033331724084
1,60,baseline_last,06000,0.33142170389774045,66.85782961022595,169.07142857142858,234.30729339500988
1,60,baseline_last,06111,0.2465171382848069,75.3482861715193,59.14136904761905,81.58973842749262
1,60,baseline_last,07105,0.28283817969454916,71.71618203054508,76.03422619047619,115.09912265397286
1,60,baseline_last,07107,0.24550493228998801,75.4495067710012,69.14434523809524,94.16091691253608
1,60,baseline_last,07111,0.34634295312261415,65.36570468773859,236.27083333333334,329.3941137040204
1,60,baseline_last,09000,0.41192426626159606,58.80757337384039,90.39285714285714,136.3599709103323
1,60,baseline_last,09122,0.4179660340626719,58.20339659373281,102.875,151.24022990876847
1,60,baseline_last,10009,0.273500437582748,72.6499562417252,90.68452380952381,135.56156350529452
1,60,baseline_weekly,02300,0.16372235430089266,83.62776456991074,48.0625,74.94744190176905
1,60,baseline_weekly,03000,0.15481202920785797,84.51879707921421,39.941964285714285,60.0660722514323
1,60,baseline_weekly,05000,0.15836557376334143,84.16344262366586,54.029761904761905,86.23835325090903
1,60,baseline_weekly,05100,0.1488598138399367,85.11401861600632,87.65029761904762,133.86365331400242
1,60,baseline_weekly,06000,0.15828116704685338,84.17188329531467,80.74553571428571,117.83695985191937
1,60,baseline_weekly,06111,0.16396432160180624,83.60356783981938,39.336309523809526,56.249973544967325
1,60,baseline_weekly,07105,0.1806411257064727,81.93588742935273,48.561011904761905,80.59364008052107
1,60,baseline_weekly,07107,0.16564780226457362,83.43521977354264,46.65327380952381,68.2647703361523
1,60,baseline_weekly,07111,0.15514909582706193,84.4850904172938,105.84077380952381,162.02308679556103
1,60,baseline_weekly,09000,0.16395187978082787,83.60481202191721,35.97767857142857,58.490371104180575
1,60,baseline_weekly,09122,0.160385971064262,83.9614028935738,39.476190476190474,61.141595030364904
1,60,baseline_weekly,10009,0.187222583757826,81.2777416242174,62.07738095238095,99.94059247277616
1,60,gradient_boosting,02300,0.1632249472546703,83.67750527453298,47.9164806841824,72.51104152446253
1,60,gradient_boosting,03000,0.13907908610704897,86.0920913892951,35.882818141470146,54.67785743338422
1,60,gradient_boosting,05000,0.14447805591803997,85.552194408196,49.29174173535904,79.42026324206451
1,60,gradient_boosting,05100,0.12779069994193282,87.22093000580672,75.24457134482726,109.35319592578541
1,60,gradient_boosting,06000,0.13354567797491926,86.64543220250808,68.1269762638303,100.04529910259619
1,60,gradient_boosting,06111,0.16214817438636644,83.78518256136336,38.900601753305395,55.251305912971524
1,60,gradient_boosting,07105,0.15488673489325186,84.5113265106748,41.637564799406015,66.64931177254769
1,60,gradient_boosting,07107,0.14801153402282932,85.19884659771706,41.68617107702789,60.89597685678786
1,60,gradient_boosting,07111,0.11837787098117958,88.16221290188204,80.75590385997344,118.92648575382452
1,60,gradient_boosting,09000,0.14854691350680949,85.14530864931905,32.59720543655975,51.023096124330884
1,60,gradient_boosting,09122,0.1544888163886349,84.55111836113652,38.024709404012796,56.8642572496228
1,60,gradient_boosting,10009,0.17087700413176582,82.91229958682342,56.657678088719344,88.4905082511675
2,15,baseline_daily,02300,0.29957119013994093,70.04288098600591,86.80654761904762,144.23339014712693
2,15,baseline_daily,03000,0.17744155662358266,82.25584433764173,45.270833333333336,68.68579252828124
2,15,baseline_daily,05000,0.17867858646827625,82.13214135317237,60.614583333333336,94.58558577137579
2,15,baseline_daily,05100,0.1759711458299226,82.40288541700774,103.9672619047619,153.39520620187022
2,15,baseline_daily,06000,0.18705516923274537,81.29448307672547,95.34970238095238,142.0436039273387
2,15,baseline_daily,06111,0.3066042160424731,69.33957839575268,72.96130952380952,107.09230553481378
2,15,baseline_daily,07105,0.24186640578292298,75.8133594217077,66.22172619047619,108.91755701534292
2,15,baseline_daily,07107,0.2996542167084598,70.03457832915402,84.4672619047619,126.91133950612173
2,15,baseline_daily,07111,0.18346070000812278,81.65392999918772,124.35714285714286,181.0242765224493
2,15,baseline_daily,09000,0.18469259723964868,81.53074027603513,40.523809523809526,62.12238305305485
2,15,baseline_daily,09122,0.2908531852647919,70.9146814735208,72.49255952380952,122.18381814572119
2,15,baseline_daily,10009,0.25258644427835253,74.74135557216475,85.99553571428571,139.97047413991416
2,15,baseline_last,02300,0.2039748363076133,79.60251636923867,59.10565476190476,93.51630396429735
2,15,baseline_last,03000,0.18081867388362652,81.91813261163735,46.132440476190474,69.52122620363613
2,15,baseline_last,05000,0.18248613840539024,81.75138615946098,61.90625,97.51847352461701
2,15,baseline_last,05100,0.15496019202530784,84.50398079746921,91.55357142857143,136.07739175784877
2,15,baseline_last,06000,0.1874959859405744,81.25040140594257,95.57440476190476,142.9436702241231
2,15,baseline_last,06111,0.161200152582967,83.87998474170331,38.36011904761905,54.8927254699911
2,15,baseline_last,07105,0.1836404152399587,81.63595847600413,50.279761904761905,78.66213919578556
2,15,baseline_last,07107,0.16284545334565131,83.71545466543486,45.90327380952381,68.34953713223284
2,15,baseline_last,07111,0.17071012866924692,82.92898713307531,115.71428571428571,173.37674021511376
2,15,baseline_last,09000,0.18951473430770796,81.04852656922921,41.58184523809524,62.77144624975367
2,15,baseline_last,09122,0.17695981849662668,82.30401815033733,44.10565476190476,68.93864810381004
2,15,baseline_last,10009,0.174636892507944,82.5363107492056,59.45684523809524,95.09249100343358
2,15,baseline_weekly,02300,0.18232892540762613,81.7671074592374,52.833333333333336,84.38758724452536
2,15,baseline_weekly,03000,0.15020297699594046,84.97970230040596,38.32142857142857,58.46544563529242
2,15,baseline_weekly,05000,0.161641107523863,83.83588924761371,54.83482142857143,89.37758487770537
2,15,baseline_weekly,05100,0.16231478146542713,83.76852185345729,95.89880952380952,140.96951713723348
2,15,baseline_weekly,06000,0.1773075732894268,82.26924267105731,90.38095238095238,130.0023465905428
2,15,baseline_weekly,06111,0.17413843777554044,82.58615622244596,41.438988095238095,62.55427405366441
2,15,baseline_weekly,07105,0.18997228110223383,81.00277188977661,52.013392857142854,89.06330513420536
2,15,baseline_weekly,07107,0.16984030618978488,83.01596938102152,47.875,71.52359750459983
2,15,baseline_weekly,07111,0.15503316070593556,84.49668392940644,105.08779761904762,161.64355351469214
2,15,baseline_weekly,09000,0.17318322086201635,82.68167791379837,37.998511904761905,61.00450071218399
2,15,baseline_weekly,09122,0.1598364081437698,84.01635918562303,39.83779761904762,64.31772185982722
2,15,baseline_weekly,10009,0.19612831036457173,80.38716896354283,66.77380952380952,111.94369067058841
2,15,gradient_boosting,02300,0.15230391733537607,84.7696082664624,44.133006403468904,68.47059968110007
2,15,gradient_boosting,03000,0.13143865853774778,86.85613414622522,33.534070132410385,51.7933562719847
2,15,gradient_boosting,05000,0.12620806280620453,87.37919371937954,42.81458283006672,69.04987602985742
2,15,gradient_boosting,05100,0.12144838609745273,87.85516139025474,71.75412824502642,103.80579379002477
2,15,gradient_boosting,06000,0.13993647012372076,86.00635298762792,71.3313662127977,106.85318074898811
2,15,gradient_boosting,06111,0.1436940273940301,85.63059726059699,34.19426042062728,50.05476284172294
2,15,gradient_boosting,07105,0.15263816162564986,84.73618383743502,41.79151094866565,65.73093129753227
2,15,gradient_boosting,07107,0.14040929491169998,85.95907050883001,39.578914715251145,60.05807743010933
2,15,gradient_boosting,07111,0.12165536029163064,87.83446397083694,82.46296355815532,121.0987912185131
2,15,gradient_boosting,09000,0.1436195556842843,85.63804443157157,31.511883017662647,47.65287476974537
2,15,gradient_boosting,09122,0.14500816297855218,85.49918370214478,36.14198990666325,55.177235485398064
2,15,gradient_boosting,10009,0.14609578910329366,85.39042108967064,49.739746269573594,80.25345336412437
2,30,baseline_daily,02300,0.29957119013994093,70.04288098600591,86.80654761904762,144.23339014712693
2,30,baseline_daily,03000,0.17744155662358266,82.25584433764173,45.270833333333336,68.68579252828124
2,30,baseline_daily,05000,0.17867858646827625,82.13214135317237,60.614583333333336,94.58558577137579
2,30,baseline_daily,05100,0.1759711458299226,82.40288541700774,103.9672619047619,153.39520620187022
2,30,baseline_daily,06000,0.18705516923274537,81.29448307672547,95.34970238095238,142.0436039273387
2,30,baseline_daily,06111,0.3066042160424731,69.33957839575268,72.96130952380952,107.09230553481378
2,30,baseline_daily,07105,0.24186640578292298,75.8133594217077,66.22172619047619,108.91755701534292
2,30,baseline_daily,07107,0.2996542167084598,70.03457832915402,84.4672619047619,126.91133950612173
2,30,baseline_daily,07111,0.18346070000812278,81.65392999918772,124.35714285714286,181.0242765224493
2,30,baseline_daily,09000,0.18469259723964868,81.53074027603513,40.523809523809526,62.12238305305485
2,30,baseline_daily,09122,0.2908531852647919,70.9146814735208,72.49255952380952,122.18381814572119
2,30,baseline_daily,10009,0.25258644427835253,74.74135557216475,85.99553571428571,139.97047413991416
2,30,baseline_last,02300,0.25898061368596736,74.10193863140326,75.04464285714286,116.86046828427074
2,30,baseline_last,03000,0.23906957211516028,76.09304278848397,60.99404761904762,95.34456622966937
2,30,baseline_last,05000,0.24261299831555305,75.7387001684447,82.30357142857143,128.29892086544646
2,30,baseline_last,05100,0.207542987827147,79.2457012172853,122.62053571428571,173.10274697966165
2,30,baseline_last,06000,0.2348064201596282,76.51935798403719,119.69047619047619,176.90436614709304
2,30,baseline_last,06111,0.18246171355674648,81.75382864432535,43.419642857142854,61.32213924762216
2,30,baseline_last,07105,0.19857600956573726,80.14239904342627,54.36904761904762,86.03781698986181
2,30,baseline_last,07107,0.1864695789890458,81.35304210109541,52.5625,76.90512862952515
2,30,baseline_last,07111,0.22111308448351186,77.88869155164882,149.87946428571428,219.13007457520143
2,30,baseline_last,09000,0.2526230119705653,74.73769880294347,55.42857142857143,85.34347619221653
2,30,baseline_last,09122,0.2492924950743328,75.07075049256672,62.13392857142857,98.88426676820592
2,30,baseline_last,10009,0.19604089357442883,80.39591064255711,66.74404761904762,103.74751861633905
2,30,baseline_weekly,02300,0.18232892540762613,81.7671074592374,52.833333333333336,84.38758724452536
2,30,baseline_weekly,03000,0.15020297699594046,84.97970230040596,38.32142857142857,58.46544563529242
2,30,baseline_weekly,05000,0.161641107523863,83.83588924761371,54.83482142857143,89.37758487770537
2,30,baseline_weekly,05100,0.16231478146542713,83.76852185345729,95.89880952380952,140.96951713723348
2,30,baseline_weekly,06000,0.1773075732894268,82.26924267105731,90.38095238095238,130.0023465905428
2,30,baseline_weekly,06111,0.17413843777554044,82.58615622244596,41.438988095238095,62.55427405366441
2,30,baseline_weekly,07105,0.18997228110223383,81.00277188977661,52.013392857142854,89.06330513420536
2,30,baseline_weekly,07107,0.16984030618978488,83.01596938102152,47.875,71.52359750459983
2,30,baseline_weekly,07111,0.15503316070593556,84.49668392940644,105.08779761904762,161.64355351469214
2,30,baseline_weekly,09000,0.17318322086201635,82.68167791379837,37.998511904761905,61.00450071218399
2,30,baseline_weekly,09122,0.1598364081437698,84.01635918562303,39.83779761904762,64.31772185982722
2,30,baseline_weekly,10009,0.19612831036457173,80.38716896354283,66.77380952380952,111.94369067058841
2,30,gradient_boosting,02300,0.15858341506773266,84.14165849322673,45.95261234979798,70.48172602606994
2,30,gradient_boosting,03000,0.13620869333511598,86.37913066648841,34.75105365315322,52.39026682885241
2,30,gradient_boosting,05000,0.13000908967924635,86.99909103207537,44.104035946426244,70.22908803091812
2,30,gradient_boosting,05100,0.11832300941370245,88.16769905862975,69.90759337876742,102.07529056408534
2,30,gradient_boosting,06000,0.14230720486150675,85.76927951384933,72.53982707810965,106.24521282226074
2,30,gradient_boosting,06111,0.149443500644137,85.0556499355863,35.56243827158613,52.74592499779561
2,30,gradient_boosting,07105,0.15384858685332503,84.6151413146675,42.12291889158225,67.18655752021823
2,30,gradient_boosting,07107,0.15204726871479043,84.79527312852096,42.859455173064255,64.27029959813355
2,30,gradient_boosting,07111,0.1276297278142413,87.23702721857588,86.51263346270423,127.84716523807609
2,30,gradient_boosting,09000,0.1485864276397943,85.14135723602057,32.60167533236528,49.31659476649807
2,30,gradient_boosting,09122,0.1452007895825986,85.47992104174014,36.19000036784143,57.87651875462417
2,30,gradient_boosting,10009,0.14794439219480812,85.20556078051918,50.369121348002906,82.66878441979685
2,45,baseline_daily,02300,0.29957119013994093,70.04288098600591,86.80654761904762,144.23339014712693
2,45,baseline_daily,03000,0.17744155662358266,82.25584433764173,45.270833333333336,68.68579252828124
2,45,baseline_daily,05000,0.17867858646827625,82.13214135317237,60.614583333333336,94.58558577137579
2,45,baseline_daily,05100,0.1759711458299226,82.40288541700774,103.9672619047619,153.39520620187022
2,45,baseline_daily,06000,0.18705516923274537,81.29448307672547,95.34970238095238,142.0436039273387
2,45,baseline_daily,06111,0.3066042160424731,69.33957839575268,72.96130952380952,107.09230553481378
2,45,baseline_daily,07105,0.24186640578292298,75.8133594217077,66.22172619047619,108.91755701534292
2,45,baseline_daily,07107,0.2996542167084598,70.03457832915402,84.4672619047619,126.91133950612173
